account_id,customer_id,account_type,open_date,balance,branch_id
200180,100137,savings,2021-01-14,1610.49,Branch_12
200181,100138,checking,2022-02-04,13008.3,Branch_7
200182,100139,savings,2021-10-28,305.86,Branch_10
200183,100140,savings,2023-12-21,11505.07,Branch_10
200184,100141,savings,2019-08-08,5970.48,Branch_4
200185,100142,checking,2021-02-05,7630.53,Branch_14
200186,100142,savings,2019-09-14,19190.99,Branch_13
200187,100143,loan-linked,2025-01-27,869.42,Branch_7
200188,100144,savings,2023-04-29,22419.02,Branch_16
200189,100144,savings,2024-07-02,935.68,Branch_17
200190,100145,checking,2020-07-12,3068.15,Branch_13
200191,100145,checking,2023-03-19,7504.42,Branch_17
200192,100146,savings,2020-09-10,11087.36,Branch_16
200193,100146,checking,2024-03-24,16526.44,Branch_7
200194,100147,savings,2019-07-27,7541.68,Branch_7
200195,100148,savings,2021-05-07,14651.78,Branch_18
200196,100149,checking,2019-07-06,7187.07,Branch_19
200197,100149,savings,2023-01-02,27452.82,Branch_18
200198,100150,savings,2024-11-02,1928.66,Branch_11
200199,100150,checking,2019-06-25,5342.8,Branch_3
200200,100151,savings,2019-09-21,16138.46,Branch_13
200201,100152,loan-linked,2024-06-28,2136.63,Branch_12
200202,100153,savings,2023-10-20,6583.05,Branch_15
200203,100153,savings,2022-04-24,10793.62,Branch_3
200204,100154,savings,2024-06-07,10826.73,Branch_17
200205,100155,checking,2020-10-07,1021.48,Branch_11
200206,100155,checking,2024-04-13,980.68,Branch_3
200207,100156,checking,2024-03-18,5186.39,Branch_3
200208,100157,savings,2024-08-22,4945.67,Branch_9
200209,100158,savings,2023-11-05,734.35,Branch_15
200210,100159,savings,2021-06-12,727.58,Branch_1
200211,100160,checking,2022-12-11,1544.27,Branch_16
200212,100161,loan-linked,2024-10-11,980.32,Branch_9
200213,100162,savings,2021-07-29,10853.56,Branch_3
200214,100162,savings,2019-07-13,24665.0,Branch_9
200215,100163,savings,2020-10-06,3009.05,Branch_16
200216,100164,savings,2021-05-31,107.12,Branch_7
200217,100165,savings,2025-07-17,10604.95,Branch_17
200218,100166,savings,2024-12-02,2965.33,Branch_17
200219,100166,checking,2025-04-03,12610.82,Branch_13
200220,100167,loan-linked,2023-05-26,5454.77,Branch_1
200221,100168,savings,2020-07-28,10481.81,Branch_15
200222,100168,savings,2022-12-29,22683.49,Branch_16
200223,100169,savings,2019-10-24,12273.83,Branch_11
200224,100170,savings,2021-12-14,3099.66,Branch_11
200225,100171,savings,2023-05-05,9175.14,Branch_18
200226,100172,savings,2025-04-28,6451.15,Branch_10
200227,100173,savings,2024-05-15,1975.93,Branch_13
200228,100174,savings,2020-04-10,202.82,Branch_17
200229,100174,savings,2025-06-10,3942.23,Branch_11
200230,100175,savings,2022-07-11,16.19,Branch_14
200231,100176,checking,2019-11-24,9764.09,Branch_13
200232,100177,savings,2023-01-20,18456.74,Branch_10
200233,100177,savings,2022-06-15,8332.64,Branch_17
200234,100178,checking,2024-01-25,18824.51,Branch_8
200235,100179,checking,2021-08-08,14094.52,Branch_14
200236,100180,savings,2024-10-22,4904.14,Branch_7
200237,100181,savings,2020-01-30,6992.39,Branch_17
200238,100182,savings,2019-01-07,3271.61,Branch_20
200239,100182,savings,2022-10-12,2566.02,Branch_7
200240,100183,checking,2025-05-21,5513.38,Branch_1
200241,100184,loan-linked,2023-01-20,3051.19,Branch_2
200242,100184,savings,2019-11-23,8650.84,Branch_7
200243,100185,savings,2020-08-13,1483.07,Branch_19
200244,100185,checking,2019-11-24,7591.65,Branch_10
200245,100186,savings,2023-04-16,5528.85,Branch_5
200246,100187,savings,2024-08-09,148.27,Branch_10
200247,100188,savings,2022-01-03,17027.52,Branch_3
200248,100189,loan-linked,2019-08-24,29722.57,Branch_8
200249,100189,savings,2019-10-18,2133.75,Branch_11
200250,100190,savings,2020-07-21,25620.5,Branch_7
200251,100191,savings,2024-11-08,11749.05,Branch_14
200252,100192,savings,2020-09-28,1996.71,Branch_5
200253,100192,savings,2019-03-20,2393.73,Branch_18
200254,100193,savings,2022-02-03,6751.59,Branch_8
200255,100194,savings,2020-11-19,4903.51,Branch_4
200256,100194,checking,2022-02-10,1955.77,Branch_18
200257,100195,savings,2022-12-11,4311.94,Branch_3
200258,100195,checking,2024-07-10,8062.87,Branch_3
200259,100196,savings,2024-12-07,2494.94,Branch_5
200260,100196,checking,2025-06-10,6108.87,Branch_8
200261,100197,savings,2020-01-22,7716.3,Branch_14
200262,100198,savings,2019-01-04,6021.27,Branch_12
200263,100199,savings,2023-05-22,1389.13,Branch_17
200264,100200,savings,2023-10-29,15057.91,Branch_11
200265,100201,savings,2025-01-31,11030.3,Branch_14
200266,100201,checking,2021-09-14,15223.47,Branch_16
200267,100202,checking,2020-08-10,4531.64,Branch_13
200268,100203,savings,2025-09-20,19492.79,Branch_5
200269,100204,checking,2020-04-30,5917.67,Branch_2
200270,100205,savings,2022-07-13,325.47,Branch_8
200271,100205,checking,2021-03-19,7052.06,Branch_8
200272,100206,savings,2025-02-12,11422.51,Branch_13
200273,100207,savings,2024-08-24,17103.82,Branch_17
200274,100208,checking,2024-02-03,3671.21,Branch_16
200275,100209,checking,2021-08-05,3705.34,Branch_17
200276,100210,savings,2019-04-11,481.47,Branch_17
200277,100211,savings,2019-11-15,7632.09,Branch_4
200278,100212,checking,2023-03-08,22532.3,Branch_2
200279,100213,savings,2022-01-04,2314.59,Branch_10
200280,100213,savings,2019-10-07,7222.62,Branch_9
200281,100214,checking,2025-09-06,1524.99,Branch_7
200282,100215,checking,2022-09-02,814.49,Branch_17
200283,100216,savings,2025-07-18,2887.25,Branch_8
200284,100216,checking,2019-07-05,284.93,Branch_18
200285,100217,checking,2025-07-28,935.89,Branch_2
200286,100217,checking,2025-03-02,11207.4,Branch_9
200287,100218,checking,2019-09-15,8701.5,Branch_14
200288,100219,checking,2023-06-29,6873.3,Branch_8
200289,100220,savings,2020-01-27,4880.42,Branch_2
200290,100221,checking,2024-07-24,1016.94,Branch_1
200291,100221,savings,2019-09-23,4954.91,Branch_19
200292,100222,loan-linked,2023-07-03,3969.04,Branch_8
200293,100223,savings,2025-03-06,1895.7,Branch_2
200294,100224,checking,2025-04-20,3047.35,Branch_15
200295,100225,savings,2022-12-22,22775.1,Branch_15
200296,100226,savings,2020-01-25,12448.56,Branch_8
200297,100226,checking,2019-01-12,12455.94,Branch_19
200298,100227,savings,2024-08-18,1142.63,Branch_8
200299,100228,savings,2021-03-22,125.39,Branch_18
200300,100228,savings,2021-02-10,1822.66,Branch_18
200301,100229,savings,2021-06-17,4747.05,Branch_3
200302,100230,savings,2020-04-19,3009.27,Branch_12
200303,100231,savings,2020-06-12,188.0,Branch_13
200304,100232,checking,2023-12-27,1950.62,Branch_10
200305,100233,savings,2021-02-07,22205.21,Branch_19
200306,100233,checking,2024-07-03,4128.81,Branch_3
200307,100234,loan-linked,2021-02-15,2889.25,Branch_4
200308,100234,checking,2022-05-09,6293.45,Branch_15
200309,100235,checking,2021-09-16,6373.63,Branch_14
200310,100236,savings,2025-04-18,1546.08,Branch_18
200311,100236,checking,2022-05-07,3105.98,Branch_6
200312,100237,checking,2019-11-04,14755.38,Branch_4
200313,100237,savings,2023-03-30,35758.63,Branch_17
200314,100238,checking,2021-10-11,4910.8,Branch_1
200315,100239,savings,2021-11-17,696.14,Branch_8
200316,100240,savings,2019-10-26,4064.34,Branch_8
200317,100240,loan-linked,2023-01-15,1827.02,Branch_13
200318,100241,checking,2020-09-07,10468.23,Branch_2
200319,100242,savings,2023-03-21,41623.68,Branch_15
200320,100243,checking,2023-10-19,19992.72,Branch_8
200321,100243,checking,2019-02-27,654.4,Branch_11
200322,100244,savings,2023-12-27,1246.58,Branch_14
200323,100244,checking,2021-06-17,14323.36,Branch_5
200324,100245,checking,2021-03-17,4216.07,Branch_12
200325,100246,checking,2019-06-15,1668.3,Branch_6
200326,100247,checking,2020-09-26,6572.47,Branch_19
200327,100248,savings,2022-03-02,4981.58,Branch_11
200328,100248,savings,2019-09-01,18565.22,Branch_11
200329,100249,checking,2025-04-19,6395.87,Branch_19
200330,100250,checking,2019-07-29,8132.57,Branch_10
200331,100250,checking,2024-11-04,6714.78,Branch_2
200332,100251,savings,2019-12-28,19506.98,Branch_8
200333,100251,savings,2021-09-22,2578.05,Branch_5
200334,100252,savings,2023-01-07,2900.94,Branch_1
200335,100252,savings,2020-02-29,2117.56,Branch_15
200336,100253,savings,2022-10-09,1215.29,Branch_7
200337,100254,savings,2019-10-15,9086.92,Branch_18
200338,100255,savings,2024-07-23,16987.56,Branch_14
200339,100256,savings,2021-04-04,11244.57,Branch_2
200340,100256,loan-linked,2023-05-04,997.4,Branch_20
200341,100257,savings,2019-06-21,6957.51,Branch_6
200342,100257,checking,2025-08-23,11058.3,Branch_8
200343,100258,savings,2019-03-11,19887.1,Branch_6
200344,100259,savings,2023-06-04,3738.03,Branch_1
200345,100259,checking,2024-07-31,5835.51,Branch_3
200346,100260,savings,2023-12-21,853.42,Branch_19
200347,100261,checking,2024-06-19,25398.02,Branch_18
200348,100262,savings,2024-05-25,43496.17,Branch_13
200349,100263,checking,2024-06-27,473.14,Branch_4
200350,100264,savings,2025-03-05,4069.98,Branch_17
200351,100264,savings,2025-07-29,332.16,Branch_18
200352,100265,savings,2025-08-20,1332.16,Branch_6
200353,100266,savings,2022-06-29,252.03,Branch_7
200354,100266,savings,2025-08-06,8987.46,Branch_19
200355,100267,savings,2019-01-21,109.77,Branch_16
200356,100268,savings,2020-12-11,11189.66,Branch_20
200357,100268,savings,2021-02-06,31458.32,Branch_1
200358,100269,savings,2021-10-17,3009.55,Branch_16
200359,100270,checking,2023-06-15,6387.74,Branch_4
200360,100271,checking,2022-08-29,19588.55,Branch_3
200361,100271,loan-linked,2023-05-07,3773.98,Branch_9
200362,100271,savings,2020-12-13,7093.51,Branch_16
200363,100272,savings,2022-08-04,6028.19,Branch_7
200364,100273,savings,2024-12-23,3444.01,Branch_15
200365,100274,savings,2024-11-25,2246.96,Branch_6
200366,100274,savings,2022-01-11,9550.31,Branch_13
200367,100275,savings,2021-11-03,17360.58,Branch_14
200368,100276,savings,2023-03-24,1498.85,Branch_2
200369,100277,checking,2022-01-12,3322.94,Branch_13
200370,100277,savings,2019-11-12,5675.58,Branch_13
200371,100278,savings,2023-09-27,5949.41,Branch_16
200372,100278,loan-linked,2022-04-05,1126.27,Branch_15
200373,100279,checking,2024-12-14,11123.92,Branch_11
200374,100280,checking,2025-05-26,11537.64,Branch_11
200375,100281,savings,2023-10-02,6788.56,Branch_8
200376,100282,savings,2025-05-21,30649.29,Branch_14
200377,100282,checking,2021-03-06,41378.02,Branch_2
200378,100283,savings,2025-03-26,23750.51,Branch_1
200379,100283,savings,2024-06-06,18935.63,Branch_5
200380,100284,savings,2019-05-23,4105.15,Branch_4
200381,100285,savings,2021-08-15,49413.3,Branch_14
200382,100285,checking,2020-06-04,2676.83,Branch_3
200383,100286,checking,2020-11-26,15819.36,Branch_13
200384,100287,checking,2020-02-22,17462.63,Branch_15
200385,100288,savings,2020-08-17,3737.23,Branch_3
200386,100289,checking,2025-03-14,9435.91,Branch_6
200387,100290,checking,2019-08-04,32281.16,Branch_20
200388,100291,savings,2020-01-12,7239.55,Branch_14
200389,100292,checking,2025-05-16,21368.29,Branch_17
200390,100293,savings,2020-10-02,6409.28,Branch_2
200391,100294,savings,2025-08-21,17809.85,Branch_4
200392,100295,checking,2023-11-12,12361.26,Branch_13
200393,100295,checking,2024-09-05,3292.72,Branch_2
200394,100296,savings,2020-02-18,5632.25,Branch_10
200395,100297,savings,2019-10-14,6891.34,Branch_14
200396,100298,savings,2024-12-26,4525.33,Branch_7
200397,100299,savings,2024-06-09,5469.69,Branch_19
200398,100300,savings,2025-07-02,3095.04,Branch_14
200399,100300,checking,2020-08-29,4819.8,Branch_15
200400,100301,checking,2022-08-09,9287.61,Branch_12
200401,100301,checking,2022-09-30,379.71,Branch_15
200402,100301,savings,2024-04-16,10411.96,Branch_18
200403,100302,savings,2025-08-11,6454.6,Branch_12
200404,100303,savings,2023-10-26,699.32,Branch_12
200405,100304,savings,2022-01-28,6049.87,Branch_19
200406,100305,savings,2025-04-24,14193.83,Branch_16
200407,100305,savings,2024-08-21,2168.24,Branch_13
200408,100305,checking,2019-06-28,4676.91,Branch_3
200409,100306,checking,2022-12-11,3791.8,Branch_4
200410,100307,savings,2022-08-15,1599.44,Branch_3
200411,100307,savings,2022-01-06,12379.94,Branch_9
200412,100308,savings,2021-02-26,3175.65,Branch_3
200413,100308,checking,2024-11-03,15340.93,Branch_15
200414,100309,loan-linked,2019-03-24,5344.42,Branch_14
200415,100309,savings,2022-11-10,8842.88,Branch_10
200416,100310,savings,2021-03-09,1435.89,Branch_8
200417,100311,savings,2020-11-25,15931.77,Branch_20
200418,100312,loan-linked,2020-04-22,3595.12,Branch_18
200419,100313,savings,2021-09-18,1008.23,Branch_14
200420,100314,savings,2019-07-14,1319.39,Branch_15
200421,100314,savings,2021-02-24,2139.4,Branch_2
200422,100315,savings,2023-11-01,1629.75,Branch_18
200423,100316,savings,2019-05-23,1647.01,Branch_4
200424,100317,checking,2023-04-28,1629.49,Branch_8
200425,100317,savings,2021-07-02,1479.62,Branch_20
200426,100318,checking,2024-12-19,21832.12,Branch_2
200427,100319,checking,2023-07-20,5509.7,Branch_17
200428,100320,checking,2024-08-04,11430.97,Branch_16
200429,100321,savings,2023-01-27,2825.86,Branch_17
200430,100322,savings,2023-10-09,5294.88,Branch_18
200431,100323,checking,2021-03-21,7898.78,Branch_15
200432,100324,savings,2024-07-12,4335.68,Branch_8
200433,100324,savings,2020-08-15,5725.96,Branch_1
200434,100325,savings,2019-05-08,24395.83,Branch_17
200435,100326,savings,2023-02-16,12509.08,Branch_15
200436,100327,savings,2020-05-22,1693.01,Branch_20
200437,100327,savings,2021-01-29,88.36,Branch_5
200438,100328,savings,2020-08-03,1861.84,Branch_8
200439,100329,savings,2022-03-18,7815.89,Branch_3
200440,100329,savings,2024-10-31,2291.17,Branch_5
200441,100330,savings,2020-02-18,9530.0,Branch_9
200442,100331,savings,2020-06-10,3147.49,Branch_4
200443,100332,savings,2025-08-17,12496.28,Branch_2
200444,100333,loan-linked,2024-10-14,18398.11,Branch_20
200445,100333,checking,2025-04-09,18986.56,Branch_20
200446,100333,savings,2023-09-16,8734.36,Branch_18
200447,100334,checking,2019-09-04,12213.57,Branch_2
200448,100335,checking,2022-09-30,6571.36,Branch_11
200449,100336,loan-linked,2024-03-20,14928.46,Branch_17
200450,100337,loan-linked,2025-07-11,7906.74,Branch_2
200451,100338,savings,2019-12-22,53232.27,Branch_2
200452,100338,savings,2023-01-05,5819.36,Branch_18
200453,100339,checking,2022-10-26,858.13,Branch_9
200454,100340,checking,2019-06-05,1016.19,Branch_4
200455,100341,savings,2022-02-16,21634.45,Branch_13
200456,100342,savings,2019-09-24,14654.35,Branch_14
200457,100343,savings,2019-03-02,1546.54,Branch_16
200458,100343,savings,2020-06-06,4999.36,Branch_20
200459,100344,savings,2024-03-27,3899.82,Branch_2
200460,100345,savings,2020-12-19,22918.89,Branch_13
200461,100345,loan-linked,2021-04-28,18254.78,Branch_3
200462,100346,savings,2025-08-07,8576.21,Branch_10
200463,100347,checking,2020-04-08,20635.34,Branch_12
200464,100348,checking,2019-01-24,6807.01,Branch_20
200465,100349,savings,2024-10-02,6176.3,Branch_16
200466,100350,checking,2024-06-03,8032.98,Branch_7
200467,100351,checking,2019-06-24,20830.18,Branch_6
200468,100351,savings,2025-09-22,4294.21,Branch_10
200469,100352,savings,2022-11-11,6691.52,Branch_18
200470,100352,savings,2024-04-08,2922.54,Branch_6
200471,100353,savings,2023-10-02,1690.46,Branch_13
200472,100354,savings,2019-11-01,2959.07,Branch_19
200473,100355,savings,2019-05-10,469.97,Branch_16
200474,100356,checking,2019-10-05,10013.67,Branch_1
200475,100357,savings,2025-05-10,8056.24,Branch_1
200476,100358,savings,2022-07-21,3044.57,Branch_13
200477,100359,savings,2025-02-21,4691.55,Branch_11
200478,100360,checking,2024-01-02,17634.05,Branch_17
200479,100361,savings,2024-12-13,7871.81,Branch_2
200480,100362,savings,2023-03-28,10770.96,Branch_10
200481,100363,savings,2020-09-06,2271.68,Branch_15
200482,100363,loan-linked,2024-02-08,523.75,Branch_16
200483,100364,savings,2024-08-21,14254.32,Branch_6
200484,100364,savings,2025-01-18,2566.13,Branch_11
200485,100365,savings,2023-08-23,32824.2,Branch_16
200486,100366,savings,2022-03-23,358.25,Branch_5
200487,100366,savings,2019-06-15,989.92,Branch_16
200488,100367,savings,2019-04-25,981.2,Branch_18
200489,100367,savings,2020-09-05,837.26,Branch_8
200490,100368,savings,2019-12-15,1761.7,Branch_18
200491,100369,checking,2023-01-25,15055.11,Branch_15
200492,100370,savings,2024-06-18,8545.74,Branch_12
200493,100371,checking,2019-12-30,8644.31,Branch_9
200494,100372,savings,2022-03-06,1687.71,Branch_3
200495,100372,savings,2019-09-15,18794.01,Branch_17
200496,100373,savings,2021-08-11,4422.8,Branch_19
200497,100373,checking,2025-09-24,19328.37,Branch_20
200498,100374,checking,2024-12-22,12289.41,Branch_12
200499,100375,savings,2024-06-02,12498.21,Branch_15
200500,100376,savings,2020-04-18,584.22,Branch_13
200501,100377,checking,2023-08-31,3369.1,Branch_20
200502,100378,savings,2025-03-25,13953.8,Branch_10
200503,100379,savings,2025-07-13,5577.79,Branch_14
200504,100380,savings,2025-01-11,46798.3,Branch_5
200505,100381,checking,2021-03-08,8244.03,Branch_5
200506,100381,savings,2020-04-13,2437.52,Branch_4
200507,100382,loan-linked,2023-05-18,9850.05,Branch_2
200508,100382,loan-linked,2020-07-14,2393.29,Branch_2
200509,100383,checking,2020-08-30,2370.53,Branch_11
200510,100384,savings,2025-02-04,11871.29,Branch_11
200511,100385,savings,2021-04-29,2022.77,Branch_11
200512,100386,savings,2023-05-25,2673.91,Branch_6
200513,100387,savings,2024-09-06,11780.21,Branch_7
200514,100388,savings,2024-02-24,4789.43,Branch_11
200515,100388,checking,2019-05-24,2461.47,Branch_5
